11,Rondonia
12,Acre
13,Amazonas
14,Roraima
15,Para
16,Amapa
17,Tocantins
21,Maranhao
22,Piaui
23,Ceara
24,Rio Grande do Norte
25,Paraiba
26,Pernambuco
27,Alagoas
28,Sergipe
29,Bahia
31,Minas Gerais
32,Espirito Santo
33,Rio de Janeiro
35,Sao Paulo
41,Parana
42,Santa Catarina
43,Rio Grande do Sul
50,Mato Grosso do Sul
51,Mato Grosso
52,Goias
53,Distrito Federal
99,Nao identificado
